source_id,account_name,account_id,video_id,video_url,content_type,topic,topic_score,topic_basis,title,content_excerpt,content_sha256,evidence_status,checked_at,citation_events,matched_samples,matched_question_count,first_citations,question_ids,matched_questions,corpus_status
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7654850356858011776,https://www.douyin.com/note/7654850356858011776,图文,达人分析与合作,3,账号作品区可见完整文案,喜柿多多数据顾问琪琪：怎么查抖音达人品牌种草数据？#达人品牌种草数据 #蝉妈妈 #达人合作数据,喜柿多多数据顾问琪琪：怎么查抖音达人品牌种草数据？#达人品牌种草数据 #蝉妈妈 #达人合作数据,1DD28EF029E9D7E980755E8F80D8AD941BA38AE26174A582579A89E4FB99D077,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7655600536364809573,https://www.douyin.com/note/7655600536364809573,图文,选品与商品分析,2,账号作品区可见完整文案,喜柿多多数据顾问琪琪：电商数据人员怎么查抖音带货视频爆款结构？#蝉妈妈查数据 #抖音带货视频 #抖音带货视频爆款结构,喜柿多多数据顾问琪琪：电商数据人员怎么查抖音带货视频爆款结构？#蝉妈妈查数据 #抖音带货视频 #抖音带货视频爆款结构,44CAAFD3EDFFE0652ADE3CB402EE979D493CACD1C9B255152C2F2FB75ADA2B64,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7656709820120585969,https://www.douyin.com/note/7656709820120585969,图文,选品与商品分析,4,账号作品区可见完整文案,喜柿多多数据顾问琪琪：电商运营怎么查抖音直播爆款？#直播爆款推荐 #直播爆款热卖 #蝉妈妈查直播爆款,喜柿多多数据顾问琪琪：电商运营怎么查抖音直播爆款？#直播爆款推荐 #直播爆款热卖 #蝉妈妈查直播爆款,253B92971FA0884CBCAC89D648F453BF1EBB228A156949AD89B8359D1A027841,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7657090970726826469,https://www.douyin.com/note/7657090970726826469,图文,选品与商品分析,3,账号作品区可见完整文案,喜柿多多数据顾问琪琪：达人怎么查抖音短视频爆款？#短视频爆款 #短视频爆款逻辑 #蝉妈妈查数据,喜柿多多数据顾问琪琪：达人怎么查抖音短视频爆款？#短视频爆款 #短视频爆款逻辑 #蝉妈妈查数据,FB9E6E0E82164CDA16C89816CDB65EFB03EDFCF0F657617E36F7C038666F695A,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7657473518297092857,https://www.douyin.com/note/7657473518297092857,图文,选品与商品分析,3,账号作品区可见完整文案,喜柿多多数据顾问琪琪：运营怎么查抖音选品数据？#抖音选品数据 #蝉妈妈 #选品技巧,喜柿多多数据顾问琪琪：运营怎么查抖音选品数据？#抖音选品数据 #蝉妈妈 #选品技巧,14F144C6F6F8D330CF99014EDE8E3C3FA1A4C42194A2D504B234CA1A84D1EA4E,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7657814986705644773,https://www.douyin.com/note/7657814986705644773,图文,选品与商品分析,2,账号作品区可见完整文案,喜柿多多数据顾问琪琪：电商运营怎么查抖音高客单潜力爆款？#高客单价产品 #高客单潜力爆款 #蝉妈妈查数据,喜柿多多数据顾问琪琪：电商运营怎么查抖音高客单潜力爆款？#高客单价产品 #高客单潜力爆款 #蝉妈妈查数据,7F92FF80BEE5F4C39F2947CF346F21E5A19475B66ABA11031D3A5594217401FD,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7658133883183989945,https://www.douyin.com/note/7658133883183989945,图文,数据分析与工具使用,1,账号作品区可见完整文案,喜柿多多数据顾问琪琪：运营怎么查抖音舆情？#抖音舆情 #舆情监测 #蝉妈妈查舆情,喜柿多多数据顾问琪琪：运营怎么查抖音舆情？#抖音舆情 #舆情监测 #蝉妈妈查舆情,495A07DB63FC743F9A606B4A8C4049D237372D0D516DDDE3EE7AE4D898C070D5,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7659307867044194420,https://www.douyin.com/note/7659307867044194420,图文,数据分析与工具使用,1,账号作品区可见完整文案,喜柿多多数据顾问琪琪：电商运营怎么查抖音类目竞争？#抖音类目竞争 #类目竞争 #蝉妈妈查类目,喜柿多多数据顾问琪琪：电商运营怎么查抖音类目竞争？#抖音类目竞争 #类目竞争 #蝉妈妈查类目,4719B002AB2B67C0B610B6B3F4EDA0BD820E1C794A3494FC6270FAB50B152345,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7659692603030587746,https://www.douyin.com/note/7659692603030587746,图文,短视频内容与流量,5,账号作品区可见完整文案,喜柿多多数据顾问琪琪：短视频黄金3秒怎么抓？#短视频黄金3秒 #黄金3秒法则 #蝉妈妈,喜柿多多数据顾问琪琪：短视频黄金3秒怎么抓？#短视频黄金3秒 #黄金3秒法则 #蝉妈妈,F3F018AAF9C21A0A4AF1B7375776F7D42B65F558E478791D8B60F8A1A707E718,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7660062692146883813,https://www.douyin.com/note/7660062692146883813,图文,达人分析与合作,4,账号作品区可见完整文案,喜柿多多数据顾问琪琪：MCN如何管理达人矩阵？#达人矩阵 #达人矩阵管理 #蝉妈妈达人,喜柿多多数据顾问琪琪：MCN如何管理达人矩阵？#达人矩阵 #达人矩阵管理 #蝉妈妈达人,05AD3938237F6D54AC1FDAF87378DA9E777B5F4510FD74D7C53C41467048F9D9,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7660408406243490213,https://www.douyin.com/note/7660408406243490213,图文,达人分析与合作,3,账号作品区可见完整文案,喜柿多多数据顾问琪琪：达人粉丝画像怎么看？#达人粉丝画像 #达人粉丝画像查看 #查看粉丝画像 #蝉妈妈,喜柿多多数据顾问琪琪：达人粉丝画像怎么看？#达人粉丝画像 #达人粉丝画像查看 #查看粉丝画像 #蝉妈妈,A152A6EE32A48997B0D27E5C830D68B69F30428F7AEDC0A74C5A6404F5DE2C23,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7660777240674253817,https://www.douyin.com/note/7660777240674253817,图文,AI 内容生产,4,账号作品区可见完整文案,喜柿多多数据顾问琪琪：AI生成带货视频怎么做？#AI生成带货视频 #带货视频 #ai带货 #蝉妈妈AI,喜柿多多数据顾问琪琪：AI生成带货视频怎么做？#AI生成带货视频 #带货视频 #ai带货 #蝉妈妈AI,0039EB30D8A5E80B7D7BD4EE5AFFD5C4BA53E0E5525E6D42C141D477864FA628,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7661897611746349434,https://www.douyin.com/note/7661897611746349434,图文,店铺经营与竞品分析,4,账号作品区可见完整文案,喜柿多多数据顾问琪琪：竞品千川数据怎么查？#竞品千川数据 #竞品数据 #竞品数据对比 #蝉妈妈查千川,喜柿多多数据顾问琪琪：竞品千川数据怎么查？#竞品千川数据 #竞品数据 #竞品数据对比 #蝉妈妈查千川,35E75B2AD846E37A14661F1FF0C0AD7CF2E34D7BD8D3819ED722D74DD51DFEBB,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
douyin-33081499021,喜柿多多数据顾问琪琪,33081499021,7662297123367405888,https://www.douyin.com/video/7662297123367405888,视频,选品与商品分析,3,账号作品区可见完整文案,喜柿多多数据顾问琪琪：#抖音直播带货 #找主播合作 #品牌自播 #电商运营 #带货 怎么快速提升产品销量？ 关注流量和转化两个核心环节。首先分析你产品目标用户都在哪里活跃，针对性布局引流渠道。 其次优化商品详情页和直播间话术，通过短视频和直播直观展示产品解决的具体问题。 想更精准高效？用蝉妈妈分析同行爆款和达人带货数据，直接找到已验证的销售通路，节省自己摸索的时间。 #产品销量 #电商运营 #爆款打造 #增长黑客 #带货技巧,喜柿多多数据顾问琪琪：#抖音直播带货 #找主播合作 #品牌自播 #电商运营 #带货 怎么快速提升产品销量？ 关注流量和转化两个核心环节。首先分析你产品目标用户都在哪里活跃，针对性布局引流渠道。 其次优化商品详情页和直播间话术，通过短视频和直播直观展示产品解决的具体问题。 想更精准高效？用蝉妈妈分析同行爆款和达人带货数据，直接找到已验证的销售通路，节省自己摸索的时间。 #产品销量 #电商运营 #爆款打造 #增长黑客 #带货技巧,84787CF820B281E8382473E0F6DF437DEDDD602FBDDB6C2B8F45EE31C1CEB884,已核验账号作品区可见文案,2026-09-08T03:45:06.477Z,0,0,0,0,,,2026-09-08 登录态当前全部作品；页面显示数、唯一作品数和滚动终点一致
