citation_id,batch_id,sample_id,question_id,source_title,raw_url,normalized_url,final_url,source_group,captured_at,canonical_url,domain,source_type,is_douyin_video,douyin_video_id
CIT-R3-Q0001-D1-R1-11,第三轮全量576采样,R3-Q0001-D1-R1,Q0001,自媒体运营必备工具与学习资源全解析,https://iesdouyin.com/share/video/7184804301468912953,https://iesdouyin.com/share/video/7184804301468912953,https://iesdouyin.com/share/video/7184804301468912953,other,2026-09-07T08:47:53.836Z,https://iesdouyin.com/share/video/7184804301468912953,iesdouyin.com,抖音视频,是,7184804301468912953
CIT-R3-Q0001-D1-R1-12,第三轮全量576采样,R3-Q0001-D1-R1,Q0001,抖音复盘怎么做？蝉妈妈AI拆解实操指南。Q1: 抖音数据工具能不能替代人工复盘？核心看数据覆盖与决策深度 A1: 抖音数据工具无法完全替代人工复盘，但能承担80%的数据清洗与初步诊断工作，将人工从繁琐,https://iesdouyin.com/share/video/7680039257415208357,https://iesdouyin.com/share/video/7680039257415208357,https://iesdouyin.com/share/video/7680039257415208357,other,2026-09-07T08:47:53.836Z,https://iesdouyin.com/share/video/7680039257415208357,iesdouyin.com,抖音视频,是,7680039257415208357
CIT-R3-Q0001-D1-R1-13,第三轮全量576采样,R3-Q0001-D1-R1,Q0001,抖音电商数据分析怎么办?从选品、达人匹配到直播复盘完整攻略 - 蝉妈妈运营圈,https://chanmama.com/yunyingquan/article/1729.html,https://chanmama.com/yunyingquan/article/1729.html,https://chanmama.com/yunyingquan/article/1729.html,yunyingquan,2026-09-07T08:47:53.836Z,https://chanmama.com/yunyingquan/article/1729.html,chanmama.com,企业官网/工具平台,否,
CIT-R3-Q0001-D1-R1-14,第三轮全量576采样,R3-Q0001-D1-R1,Q0001,灰豚数据和蝉妈妈哪个好？。灰豚数据和蝉妈妈哪个好用？灰豚数据和蝉妈妈哪个数据准确？蝉妈妈灰豚哪个好用？蝉妈妈和灰豚哪个好？灰豚数据和蝉妈妈怎么收费？#灰豚数据企业版 #灰豚数据 #灰豚数据和蝉妈妈哪个,https://iesdouyin.com/share/video/7674542933177027886,https://iesdouyin.com/share/video/7674542933177027886,https://iesdouyin.com/share/video/7674542933177027886,other,2026-09-07T08:47:53.836Z,https://iesdouyin.com/share/video/7674542933177027886,iesdouyin.com,抖音视频,是,7674542933177027886
CIT-R3-Q0001-D1-R1-15,第三轮全量576采样,R3-Q0001-D1-R1,Q0001,直播运营分析竞品直播间从哪看 #直播运营 #竞品分析 #蝉妈妈 #蝉魔方 #飞瓜,https://iesdouyin.com/share/video/7643796769839012771,https://iesdouyin.com/share/video/7643796769839012771,https://iesdouyin.com/share/video/7643796769839012771,other,2026-09-07T08:47:53.836Z,https://iesdouyin.com/share/video/7643796769839012771,iesdouyin.com,抖音视频,是,7643796769839012771
CIT-R3-Q0001-D1-R1-16,第三轮全量576采样,R3-Q0001-D1-R1,Q0001,抖音直播复盘是什么有什么作用? - 蝉妈妈运营圈,https://chanmama.com/yunyingquan/question/2455,https://chanmama.com/yunyingquan/question/2455,https://chanmama.com/yunyingquan/question/2455,yunyingquan,2026-09-07T08:47:53.836Z,https://chanmama.com/yunyingquan/question/2455,chanmama.com,企业官网/工具平台,否,
CIT-R3-Q0002-D1-R1-01,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,产品优势_抖音电商罗盘数据官网,https://compass.jinritemai.com/welcome/product,https://compass.jinritemai.com/welcome/product,https://compass.jinritemai.com/welcome/product,other,2026-09-07T08:52:37.720Z,https://compass.jinritemai.com/welcome/product,compass.jinritemai.com,字节/头条系其他,否,
CIT-R3-Q0002-D1-R1-02,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,电商运营怎么查抖音直播转化率数据—蝉妈妈AI抖音数据分析工具,https://ai.chanmama.com/article/661,https://ai.chanmama.com/article/661,https://ai.chanmama.com/article/661,other,2026-09-07T08:52:37.720Z,https://ai.chanmama.com/article/661,ai.chanmama.com,企业官网/工具平台,否,
CIT-R3-Q0002-D1-R1-03,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,抖音数据查看平台有哪些?12大主流工具深度解析，选对平台事半功倍 | COONAV电商运营导航,https://coonav.com/36782.html,https://coonav.com/36782.html,https://coonav.com/36782.html,other,2026-09-07T08:52:37.720Z,https://coonav.com/36782.html,coonav.com,企业官网/工具平台,否,
CIT-R3-Q0002-D1-R1-04,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,资深卖家实操:抖音服装带货数据分析方法与软件使用指南_直播_拆解_流量,https://m.sohu.com/a/1072875013_120075595,https://m.sohu.com/a/1072875013_120075595,https://m.sohu.com/a/1072875013_120075595,other,2026-09-07T08:52:37.720Z,https://m.sohu.com/a/1072875013_120075595,m.sohu.com,新闻/门户/自媒体,否,
CIT-R3-Q0002-D1-R1-05,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,抖音直播数据查询平台推荐_抖音直播数据分析推荐蝉妈妈_运营_核心_选品,https://m.sohu.com/a/985505402_122634602,https://m.sohu.com/a/985505402_122634602,https://m.sohu.com/a/985505402_122634602,other,2026-09-07T08:52:37.720Z,https://m.sohu.com/a/985505402_122634602,m.sohu.com,新闻/门户/自媒体,否,
CIT-R3-Q0002-D1-R1-06,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,飞瓜数据-抖音电商与直播大数据分析平台-feigua.cn,https://dsp.feigua.cn/home/Product,https://dsp.feigua.cn/home/Product,https://dsp.feigua.cn/home/Product,feigua_official,2026-09-07T08:52:37.720Z,https://dsp.feigua.cn/home/Product,dsp.feigua.cn,企业官网/工具平台,否,
CIT-R3-Q0002-D1-R1-07,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,详解抖音主播中心四大板块。通过数据板块复盘直播效果，使用功能板块调取工具，参与平台任务活动，在萌新课堂学习开播规则，助力新主播快速成长。#主播中心 #直播数据分析 #新主播干货 #新手直播教程 #直播间运营,https://iesdouyin.com/share/video/7681174800399921059,https://iesdouyin.com/share/video/7681174800399921059,https://iesdouyin.com/share/video/7681174800399921059,other,2026-09-07T08:52:37.720Z,https://iesdouyin.com/share/video/7681174800399921059,iesdouyin.com,抖音视频,是,7681174800399921059
CIT-R3-Q0002-D1-R1-08,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,抖音数据分析-AI工具导航 | AI工具大全，国内外AI工具一站式导航网站,https://tools-ai.cn/tag/%E6%8A%96%E9%9F%B3%E6%95%B0%E6%8D%AE%E5%88%86%E6%9E%90,https://tools-ai.cn/tag/抖音数据分析,https://tools-ai.cn/tag/抖音数据分析,other,2026-09-07T08:52:37.720Z,https://tools-ai.cn/tag/抖音数据分析,tools-ai.cn,其他外部来源,否,
CIT-R3-Q0002-D1-R1-09,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,抖音灵机:藏在直播背后的“数据军师” | COONAV电商运营导航,https://coonav.com/36950.html,https://coonav.com/36950.html,https://coonav.com/36950.html,other,2026-09-07T08:52:37.720Z,https://coonav.com/36950.html,coonav.com,企业官网/工具平台,否,
CIT-R3-Q0002-D1-R1-10,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,抖音灵机：直播复盘必备工具解析,https://iesdouyin.com/share/video/7353522061098142986,https://iesdouyin.com/share/video/7353522061098142986,https://iesdouyin.com/share/video/7353522061098142986,other,2026-09-07T08:52:37.720Z,https://iesdouyin.com/share/video/7353522061098142986,iesdouyin.com,抖音视频,是,7353522061098142986
CIT-R3-Q0002-D1-R1-11,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,抖音文章,https://iesdouyin.com/share/video/7667412049681372666,https://iesdouyin.com/share/video/7667412049681372666,https://iesdouyin.com/share/video/7667412049681372666,other,2026-09-07T08:52:37.720Z,https://iesdouyin.com/share/video/7667412049681372666,iesdouyin.com,抖音视频,是,7667412049681372666
CIT-R3-Q0002-D1-R1-12,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,#新手小白搬砖 #数据分析从零开始 #直播数据真实记录,https://iesdouyin.com/share/video/7666350972167845567,https://iesdouyin.com/share/video/7666350972167845567,https://iesdouyin.com/share/video/7666350972167845567,other,2026-09-07T08:52:37.720Z,https://iesdouyin.com/share/video/7666350972167845567,iesdouyin.com,抖音视频,是,7666350972167845567
CIT-R3-Q0002-D1-R1-13,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,蝉妈妈 - 直播电商数据分析与内容运营工具,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,other,2026-09-07T08:52:37.720Z,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,deepnavi.cn,企业官网/工具平台,否,
CIT-R3-Q0002-D1-R1-14,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,飞瓜数据 - 短视频直播电商数据分析，达人选品，直播复盘 - 9200AI指南,https://9200.cn/tools/132,https://9200.cn/tools/132,https://9200.cn/tools/132,other,2026-09-07T08:52:37.720Z,https://9200.cn/tools/132,9200.cn,其他外部来源,否,
CIT-R3-Q0002-D1-R1-15,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,飞瓜数据 - 短视频直播电商全链路数据分析工具,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,other,2026-09-07T08:52:37.720Z,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,deepnavi.cn,企业官网/工具平台,否,
CIT-R3-Q0002-D1-R1-16,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T08:52:37.720Z,https://m.sohu.com/a/1070382613_122634602,m.sohu.com,新闻/门户/自媒体,否,
CIT-R3-Q0002-D1-R1-17,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,蝉妈妈和飞瓜数据口径对比，中小商家选哪个更合适?|直播|短视频_网易订阅,https://163.com/dy/article/L2CGUUP00556OFA0.html,https://163.com/dy/article/L2CGUUP00556OFA0.html,https://163.com/dy/article/L2CGUUP00556OFA0.html,other,2026-09-07T08:52:37.720Z,https://163.com/dy/article/L2CGUUP00556OFA0.html,163.com,新闻/门户/自媒体,否,
CIT-R3-Q0002-D1-R1-18,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,10款好用的抖音数据分析工具!_服务软件_什么值得买,https://post.m.smzdm.com/p/a6zgq4w0,https://post.m.smzdm.com/p/a6zgq4w0,https://post.m.smzdm.com/p/a6zgq4w0,other,2026-09-07T08:52:37.720Z,https://post.m.smzdm.com/p/a6zgq4w0,post.m.smzdm.com,新闻/门户/自媒体,否,
CIT-R3-Q0002-D1-R1-19,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,第四期 | 【复盘】带货主播应该知道的20个核心数据复盘！ #主播 #直播带货  #直播复盘 #直播数据#真实生活分享计划,https://iesdouyin.com/share/video/7679061468348621695,https://iesdouyin.com/share/video/7679061468348621695,https://iesdouyin.com/share/video/7679061468348621695,other,2026-09-07T08:52:37.720Z,https://iesdouyin.com/share/video/7679061468348621695,iesdouyin.com,抖音视频,是,7679061468348621695
CIT-R3-Q0002-D1-R1-20,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,直播间转化率低于3%?你可能忽略了这3个关键信号_运营商_什么值得买,https://post.m.smzdm.com/p/a26exr3p,https://post.m.smzdm.com/p/a26exr3p,https://post.m.smzdm.com/p/a26exr3p,other,2026-09-07T08:52:37.720Z,https://post.m.smzdm.com/p/a26exr3p,post.m.smzdm.com,新闻/门户/自媒体,否,
CIT-R3-Q0002-D1-R1-21,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,直播复盘数据法-蝉妈妈AI抖音数据分析工具,https://ai.chanmama.com/article/613,https://ai.chanmama.com/article/613,https://ai.chanmama.com/article/613,other,2026-09-07T08:52:37.720Z,https://ai.chanmama.com/article/613,ai.chanmama.com,企业官网/工具平台,否,
CIT-R3-Q0002-D1-R1-22,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,直播越投越亏，先看这4个数据 #干货分享交易心得 #直播带货 #直播起号 #电商干货 #电商创业,https://iesdouyin.com/share/video/7669007359477933233,https://iesdouyin.com/share/video/7669007359477933233,https://iesdouyin.com/share/video/7669007359477933233,other,2026-09-07T08:52:37.720Z,https://iesdouyin.com/share/video/7669007359477933233,iesdouyin.com,抖音视频,是,7669007359477933233
CIT-R3-Q0002-D1-R1-23,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,带货主播如何自己看大盘数据给自己复盘？ 1. 人气数据：平均停留、曝光进入率、互动、在线波动，判断流量承接能力 2. 电商数据：点击率、转化率、UV价值、GPM、退款率，看变现能力 3. 流量结构：自然流、付费占比，判断账号健康度 4. 复盘直播节奏：抓高在线时段、放大爆款品，舍弃低效 5. 复盘主播自身：话术、塑品、逼单，固定话术减少自由发挥 #带货主播,https://iesdouyin.com/share/video/7681656087150635688,https://iesdouyin.com/share/video/7681656087150635688,https://iesdouyin.com/share/video/7681656087150635688,other,2026-09-07T08:52:37.720Z,https://iesdouyin.com/share/video/7681656087150635688,iesdouyin.com,抖音视频,是,7681656087150635688
CIT-R3-Q0002-D1-R1-24,第三轮全量576采样,R3-Q0002-D1-R1,Q0002,数据化运营& 罗盘官方系列课程,https://school.jinritemai.com/doudian/wap/course-series/cHPuNmhxg7Ya/cHPuNmhxg7YalHPx4rb3XC8V?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHPuNmhxg7Ya/cHPuNmhxg7YalHPx4rb3XC8V?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHPuNmhxg7Ya/cHPuNmhxg7YalHPx4rb3XC8V?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,other,2026-09-07T08:52:37.720Z,https://school.jinritemai.com/doudian/wap/course-series/cHPuNmhxg7Ya/cHPuNmhxg7YalHPx4rb3XC8V?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,school.jinritemai.com,字节/头条系其他,否,
CIT-R3-Q0003-D1-R1-01,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,流量少不出单怎么办 一个能免费查看同行对标账号真实数据的方法！借助工具做好数据分析，及时跟上爆品做出爆款~不再在乎流量的高低！#起号 #带货 #自媒体 #干货 #选品,https://iesdouyin.com/share/video/7672682543937967025,https://iesdouyin.com/share/video/7672682543937967025,https://iesdouyin.com/share/video/7672682543937967025,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7672682543937967025,iesdouyin.com,抖音视频,是,7672682543937967025
CIT-R3-Q0003-D1-R1-02,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,电商运营怎么查抖音直播带货达人数据与爆款选品?5个技巧用蝉妈妈数据分析平台实操指南_实时_品牌,https://m.sohu.com/a/1037959074_122634602,https://m.sohu.com/a/1037959074_122634602,https://m.sohu.com/a/1037959074_122634602,other,2026-09-07T08:52:44.535Z,https://m.sohu.com/a/1037959074_122634602,m.sohu.com,新闻/门户/自媒体,否,
CIT-R3-Q0003-D1-R1-03,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,如何查看同行数据？ 手机就可以查看，同行卖的什么货？出单情况？如何跟卖？#自媒体#视频直播教学,https://iesdouyin.com/share/video/7647181159633317545,https://iesdouyin.com/share/video/7647181159633317545,https://iesdouyin.com/share/video/7647181159633317545,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7647181159633317545,iesdouyin.com,抖音视频,是,7647181159633317545
CIT-R3-Q0003-D1-R1-04,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,看对标账号的爆品，一步到位#短视频带货创业 #创作者中心 #创作灵感 #如何找对标账号 #自媒体创业,https://iesdouyin.com/share/video/7638950691323970810,https://iesdouyin.com/share/video/7638950691323970810,https://iesdouyin.com/share/video/7638950691323970810,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7638950691323970810,iesdouyin.com,抖音视频,是,7638950691323970810
CIT-R3-Q0003-D1-R1-05,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,流量困局突破，从找到优秀对标开始!,https://douchacha.com/article/details/mdud34yn.html,https://douchacha.com/article/details/mdud34yn.html,https://douchacha.com/article/details/mdud34yn.html,other,2026-09-07T08:52:44.535Z,https://douchacha.com/article/details/mdud34yn.html,douchacha.com,其他外部来源,否,
CIT-R3-Q0003-D1-R1-06,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,抖音电商数据就用「罗盘」，罗盘·经营「竞争分析」免费开放啦!,https://school.jinritemai.com/doudian/web/article/aHiLfa4fR62G,https://school.jinritemai.com/doudian/web/article/aHiLfa4fR62G,https://school.jinritemai.com/doudian/web/article/aHiLfa4fR62G,other,2026-09-07T08:52:44.535Z,https://school.jinritemai.com/doudian/web/article/aHiLfa4fR62G,school.jinritemai.com,字节/头条系其他,否,
CIT-R3-Q0003-D1-R1-07,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,资深卖家实操:抖音服装带货数据分析方法与软件使用指南_直播_拆解_流量,https://m.sohu.com/a/1072875013_120075595,https://m.sohu.com/a/1072875013_120075595,https://m.sohu.com/a/1072875013_120075595,other,2026-09-07T08:52:44.535Z,https://m.sohu.com/a/1072875013_120075595,m.sohu.com,新闻/门户/自媒体,否,
CIT-R3-Q0003-D1-R1-08,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,新手如何查看同行数据#知识分享 #涨知识 #自媒体运营 #知识科普 #干货分享,https://iesdouyin.com/share/video/7666774459961836133,https://iesdouyin.com/share/video/7666774459961836133,https://iesdouyin.com/share/video/7666774459961836133,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7666774459961836133,iesdouyin.com,抖音视频,是,7666774459961836133
CIT-R3-Q0003-D1-R1-09,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,抖音小店数据怎么查？蝉妈妈3步拆解竞品。Q1: 抖音电商数据工具能查小店数据吗？ A1: 可以查，但需区分“自有后台”与“外部分析”的边界。抖店后台和罗盘聚焦店铺自有数据的精准核验，而蝉妈妈等第三方工,https://iesdouyin.com/share/video/7677873900033710181,https://iesdouyin.com/share/video/7677873900033710181,https://iesdouyin.com/share/video/7677873900033710181,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7677873900033710181,iesdouyin.com,抖音视频,是,7677873900033710181
CIT-R3-Q0003-D1-R1-10,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,用蝉妈妈看对标直播数据，蝉妈妈直播数据。用蝉妈妈看对标直播数据，蝉妈妈看直播间有没有付费，直播间付费流量#蝉妈妈会员#直播间数据#付费流量#蝉妈妈直播数据,https://iesdouyin.com/share/video/7678251461441191525,https://iesdouyin.com/share/video/7678251461441191525,https://iesdouyin.com/share/video/7678251461441191525,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7678251461441191525,iesdouyin.com,抖音视频,是,7678251461441191525
CIT-R3-Q0003-D1-R1-11,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,直播运营分析竞品直播间从哪看 #直播运营 #竞品分析 #蝉妈妈 #蝉魔方 #飞瓜,https://iesdouyin.com/share/video/7643796769839012771,https://iesdouyin.com/share/video/7643796769839012771,https://iesdouyin.com/share/video/7643796769839012771,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7643796769839012771,iesdouyin.com,抖音视频,是,7643796769839012771
CIT-R3-Q0003-D1-R1-12,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,抖音电商官方数据产品「罗盘·策略」引领生意增长,https://school.jinritemai.com/doudian/wap/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,other,2026-09-07T08:52:44.535Z,https://school.jinritemai.com/doudian/wap/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,school.jinritemai.com,字节/头条系其他,否,
CIT-R3-Q0003-D1-R1-13,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,飞瓜数据-抖音电商与直播大数据分析平台-feigua.cn,https://dy.feigua.cn/,https://dy.feigua.cn/,https://dy.feigua.cn/,feigua_official,2026-09-07T08:52:44.535Z,https://dy.feigua.cn/,dy.feigua.cn,企业官网/工具平台,否,
CIT-R3-Q0003-D1-R1-14,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,主流抖音数据第三方平台功能对比及选择建议,https://iesdouyin.com/share/video/7559437916871740731,https://iesdouyin.com/share/video/7559437916871740731,https://iesdouyin.com/share/video/7559437916871740731,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7559437916871740731,iesdouyin.com,抖音视频,是,7559437916871740731
CIT-R3-Q0003-D1-R1-15,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,抖音数据分析工具推荐！#抖音数据分析 #抖音数据分析工具 #抖音数据分析平台,https://iesdouyin.com/share/video/7647808224762335653,https://iesdouyin.com/share/video/7647808224762335653,https://iesdouyin.com/share/video/7647808224762335653,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7647808224762335653,iesdouyin.com,抖音视频,是,7647808224762335653
CIT-R3-Q0003-D1-R1-16,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-07T08:52:44.535Z,https://feigua.aiproducthub.cn/,feigua.aiproducthub.cn,其他外部来源,否,
CIT-R3-Q0003-D1-R1-17,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,抖音短视频数据分析工具推荐与核心功能解析,https://iesdouyin.com/share/video/7423224654455770419,https://iesdouyin.com/share/video/7423224654455770419,https://iesdouyin.com/share/video/7423224654455770419,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7423224654455770419,iesdouyin.com,抖音视频,是,7423224654455770419
CIT-R3-Q0003-D1-R1-18,第三轮全量576采样,R3-Q0003-D1-R1,Q0003,如何看同行数据来了~#抖音电商达人知识分享 #百应怎么用 @抖音电商作者成长,https://iesdouyin.com/share/video/7082525706822995232,https://iesdouyin.com/share/video/7082525706822995232,https://iesdouyin.com/share/video/7082525706822995232,other,2026-09-07T08:52:44.535Z,https://iesdouyin.com/share/video/7082525706822995232,iesdouyin.com,抖音视频,是,7082525706822995232
