date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-08-19,1,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:01,2026抖音创作者大会,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-01,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,1,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:02,抖音创作者大会活动,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-01,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,1,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:03,抖音创作者活动,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-01,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,1,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:04,创作者大会时间,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-01,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,1,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:05,抖音达人活动,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-01,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,1,HT-20260819-005,得力分段式包书皮跨周平台预估销量继续抬升，开学季品牌自营承接增强,季节与营销节点,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover:01,得力包书皮,商品对象词,search|interest|commerce,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:deli-segmented-book-cover:series|metric:deli-segmented-book-cover:distribution
2026-08-19,1,HT-20260819-005,得力分段式包书皮跨周平台预估销量继续抬升，开学季品牌自营承接增强,季节与营销节点,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover:02,分段式包书皮,品类与运营问题词,search|interest|commerce,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:deli-segmented-book-cover:series|metric:deli-segmented-book-cover:distribution
2026-08-19,1,HT-20260819-005,得力分段式包书皮跨周平台预估销量继续抬升，开学季品牌自营承接增强,季节与营销节点,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover:03,开学包书皮,品类与运营问题词,search|interest|commerce,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:deli-segmented-book-cover:series|metric:deli-segmented-book-cover:distribution
2026-08-19,1,HT-20260819-005,得力分段式包书皮跨周平台预估销量继续抬升，开学季品牌自营承接增强,季节与营销节点,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover:04,书皮直播带货,品类与运营问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:deli-segmented-book-cover:series|metric:deli-segmented-book-cover:distribution
2026-08-19,1,HT-20260819-005,得力分段式包书皮跨周平台预估销量继续抬升，开学季品牌自营承接增强,季节与营销节点,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover:05,文具开学季选品,品类与运营问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:deli-segmented-book-cover:series|metric:deli-segmented-book-cover:distribution
2026-08-19,1,HT-20260819-006,隆嘉盛羽衣甘蓝吐司跨周平台预估销量继续增长，早餐代餐内容承接延续,类目与消费,product:chanmama:rleharebtc6so4cz-1kiksmsffkdcz1e,product,食品/面包与代餐,confirmed_breakout,false,,kw:longjiasheng-kale-toast:01,隆嘉盛羽衣甘蓝吐司,商品对象词,search|interest|commerce,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:longjiasheng-kale-toast:series|metric:longjiasheng-kale-toast:distribution
2026-08-19,1,HT-20260819-006,隆嘉盛羽衣甘蓝吐司跨周平台预估销量继续增长，早餐代餐内容承接延续,类目与消费,product:chanmama:rleharebtc6so4cz-1kiksmsffkdcz1e,product,食品/面包与代餐,confirmed_breakout,false,,kw:longjiasheng-kale-toast:02,羽衣甘蓝吐司,品类与运营问题词,search|interest|commerce,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:longjiasheng-kale-toast:series|metric:longjiasheng-kale-toast:distribution
2026-08-19,1,HT-20260819-006,隆嘉盛羽衣甘蓝吐司跨周平台预估销量继续增长，早餐代餐内容承接延续,类目与消费,product:chanmama:rleharebtc6so4cz-1kiksmsffkdcz1e,product,食品/面包与代餐,confirmed_breakout,false,,kw:longjiasheng-kale-toast:03,全麦厚切吐司,品类与运营问题词,search|interest|commerce,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:longjiasheng-kale-toast:series|metric:longjiasheng-kale-toast:distribution
2026-08-19,1,HT-20260819-006,隆嘉盛羽衣甘蓝吐司跨周平台预估销量继续增长，早餐代餐内容承接延续,类目与消费,product:chanmama:rleharebtc6so4cz-1kiksmsffkdcz1e,product,食品/面包与代餐,confirmed_breakout,false,,kw:longjiasheng-kale-toast:04,早餐代餐面包,品类与运营问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:longjiasheng-kale-toast:series|metric:longjiasheng-kale-toast:distribution
2026-08-19,1,HT-20260819-006,隆嘉盛羽衣甘蓝吐司跨周平台预估销量继续增长，早餐代餐内容承接延续,类目与消费,product:chanmama:rleharebtc6so4cz-1kiksmsffkdcz1e,product,食品/面包与代餐,confirmed_breakout,false,,kw:longjiasheng-kale-toast:05,吐司直播带货案例,品类与运营问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2026-09-13,hypothesis,平台销量与销售额为预估/展示口径|主动搜索未验证,metric:longjiasheng-kale-toast:series|metric:longjiasheng-kale-toast:distribution
2026-08-19,1,HT-20260819-007,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:01,Qwen3.8-27B,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,1,HT-20260819-007,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:02,Qwen多模态模型,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,1,HT-20260819-007,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:03,Qwen3.8部署,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,1,HT-20260819-007,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:04,Qwen商品图理解,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,1,HT-20260819-007,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:05,Qwen电商应用,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,1,HT-20260819-008,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:01,LTX-2.5,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,1,HT-20260819-008,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:02,LTX多镜头视频,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,1,HT-20260819-008,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:03,同步音视频生成,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,1,HT-20260819-008,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:04,本地视频模型,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,1,HT-20260819-008,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:05,AI短视频模型,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,1,HT-20260819-009,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:01,MoneyPrinterTurbo,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,1,HT-20260819-009,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:02,AI短视频自动生成,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,1,HT-20260819-009,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:03,短视频工作流,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,1,HT-20260819-009,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:04,AI视频脚本工具,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,1,HT-20260819-009,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:05,电商短视频自动化,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-10-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,1,HT-20260819-010,OpenAI发布“防御者窗口”，提出用AI加速漏洞发现、修复与安全代码验证,科技与工具,technology:openai:defenders-window,technology,人工智能/网络安全治理,observation_only,false,,kw:openai-defenders-window:01,OpenAI防御者窗口,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-11-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai-defenders-window:official|metric:openai-defenders-window:circle
2026-08-19,1,HT-20260819-010,OpenAI发布“防御者窗口”，提出用AI加速漏洞发现、修复与安全代码验证,科技与工具,technology:openai:defenders-window,technology,人工智能/网络安全治理,observation_only,false,,kw:openai-defenders-window:02,AI安全防御,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-11-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai-defenders-window:official|metric:openai-defenders-window:circle
2026-08-19,1,HT-20260819-010,OpenAI发布“防御者窗口”，提出用AI加速漏洞发现、修复与安全代码验证,科技与工具,technology:openai:defenders-window,technology,人工智能/网络安全治理,observation_only,false,,kw:openai-defenders-window:03,AI代码供应链安全,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-11-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai-defenders-window:official|metric:openai-defenders-window:circle
2026-08-19,1,HT-20260819-010,OpenAI发布“防御者窗口”，提出用AI加速漏洞发现、修复与安全代码验证,科技与工具,technology:openai:defenders-window,technology,人工智能/网络安全治理,observation_only,false,,kw:openai-defenders-window:04,企业AI安全清单,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-11-18,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai-defenders-window:official|metric:openai-defenders-window:circle
