date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-08-19,3,HT-20260819-003,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:01,抖音七夕好礼季,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-09-19,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-19,3,HT-20260819-003,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:02,七夕消费券达人FAQ,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-09-19,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-19,3,HT-20260819-003,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:03,抖音直播间消费券挂载,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-09-19,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-19,3,HT-20260819-003,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:04,红果七夕消费券,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-09-19,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-19,3,HT-20260819-003,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:05,七夕大促商品条件,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-09-19,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-19,3,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:01,2026抖音创作者大会,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,3,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:02,抖音创作者大会活动,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,3,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:03,抖音创作者活动,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,3,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:04,创作者大会时间,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,3,HT-20260819-004,2026抖音创作者大会进入8月5日至9月1日活动期，创作者中心官方入口持续展示,达人与内容案例,event:douyin:creator-conference-2026,topic,内容生态/达人运营,observation_only,false,,kw:douyin-creator-conference-2026:05,抖音达人活动,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin-creator-conference:active-window
2026-08-19,3,HT-20260819-005,DeepSeek V4-Pro正式版持续上线，Responses API、Codex适配与峰谷定价进入验证期,科技与工具,technology:deepseek:v4-pro-0813,technology,基础模型/Coding与Agent,observation_only,false,,kw:deepseek:v4-pro-r2:01,DeepSeek V4 Pro,对象词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:deepseek-v4-pro:0819-update
2026-08-19,3,HT-20260819-005,DeepSeek V4-Pro正式版持续上线，Responses API、Codex适配与峰谷定价进入验证期,科技与工具,technology:deepseek:v4-pro-0813,technology,基础模型/Coding与Agent,observation_only,false,,kw:deepseek:v4-pro-r2:02,DeepSeek Responses API,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:deepseek-v4-pro:0819-update
2026-08-19,3,HT-20260819-005,DeepSeek V4-Pro正式版持续上线，Responses API、Codex适配与峰谷定价进入验证期,科技与工具,technology:deepseek:v4-pro-0813,technology,基础模型/Coding与Agent,observation_only,false,,kw:deepseek:v4-pro-r2:03,DeepSeek Codex接入,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:deepseek-v4-pro:0819-update
2026-08-19,3,HT-20260819-005,DeepSeek V4-Pro正式版持续上线，Responses API、Codex适配与峰谷定价进入验证期,科技与工具,technology:deepseek:v4-pro-0813,technology,基础模型/Coding与Agent,observation_only,false,,kw:deepseek:v4-pro-r2:04,DeepSeek峰谷定价,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:deepseek-v4-pro:0819-update
2026-08-19,3,HT-20260819-005,DeepSeek V4-Pro正式版持续上线，Responses API、Codex适配与峰谷定价进入验证期,科技与工具,technology:deepseek:v4-pro-0813,technology,基础模型/Coding与Agent,observation_only,false,,kw:deepseek:v4-pro-r2:05,电商数据Agent模型,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:deepseek-v4-pro:0819-update
2026-08-19,3,HT-20260819-006,OpenAI因网络安全关键能力风险放缓前沿模型训练，强化监控、对齐与隔离,科技与工具,technology:openai:cyber-capability-pacing-20260818,technology,人工智能/网络安全治理,observation_only,false,,kw:openai:cyber-pacing:01,OpenAI网络安全关键能力,对象词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:cyber-pacing
2026-08-19,3,HT-20260819-006,OpenAI因网络安全关键能力风险放缓前沿模型训练，强化监控、对齐与隔离,科技与工具,technology:openai:cyber-capability-pacing-20260818,technology,人工智能/网络安全治理,observation_only,false,,kw:openai:cyber-pacing:02,OpenAI训练暂停,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:cyber-pacing
2026-08-19,3,HT-20260819-006,OpenAI因网络安全关键能力风险放缓前沿模型训练，强化监控、对齐与隔离,科技与工具,technology:openai:cyber-capability-pacing-20260818,technology,人工智能/网络安全治理,observation_only,false,,kw:openai:cyber-pacing:03,前沿模型安全治理,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:cyber-pacing
2026-08-19,3,HT-20260819-006,OpenAI因网络安全关键能力风险放缓前沿模型训练，强化监控、对齐与隔离,科技与工具,technology:openai:cyber-capability-pacing-20260818,technology,人工智能/网络安全治理,observation_only,false,,kw:openai:cyber-pacing:04,AI模型最小权限,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:cyber-pacing
2026-08-19,3,HT-20260819-006,OpenAI因网络安全关键能力风险放缓前沿模型训练，强化监控、对齐与隔离,科技与工具,technology:openai:cyber-capability-pacing-20260818,technology,人工智能/网络安全治理,observation_only,false,,kw:openai:cyber-pacing:05,AI供应商风险评估,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:cyber-pacing
2026-08-19,3,HT-20260819-007,OpenAI推出ChatGPT for Teens并与CodeAI合作，青少年安全与AI素养进入产品化阶段,科技与工具,technology:openai:chatgpt-for-teens-20260818,technology,人工智能/教育与青少年安全,observation_only,false,,kw:openai:teens:01,ChatGPT for Teens,对象词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:teens-launch|metric:openai:codeai-partnership
2026-08-19,3,HT-20260819-007,OpenAI推出ChatGPT for Teens并与CodeAI合作，青少年安全与AI素养进入产品化阶段,科技与工具,technology:openai:chatgpt-for-teens-20260818,technology,人工智能/教育与青少年安全,observation_only,false,,kw:openai:teens:02,青少年版ChatGPT,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:teens-launch|metric:openai:codeai-partnership
2026-08-19,3,HT-20260819-007,OpenAI推出ChatGPT for Teens并与CodeAI合作，青少年安全与AI素养进入产品化阶段,科技与工具,technology:openai:chatgpt-for-teens-20260818,technology,人工智能/教育与青少年安全,observation_only,false,,kw:openai:teens:03,ChatGPT家长控制,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:teens-launch|metric:openai:codeai-partnership
2026-08-19,3,HT-20260819-007,OpenAI推出ChatGPT for Teens并与CodeAI合作，青少年安全与AI素养进入产品化阶段,科技与工具,technology:openai:chatgpt-for-teens-20260818,technology,人工智能/教育与青少年安全,observation_only,false,,kw:openai:teens:04,青少年AI安全,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:teens-launch|metric:openai:codeai-partnership
2026-08-19,3,HT-20260819-007,OpenAI推出ChatGPT for Teens并与CodeAI合作，青少年安全与AI素养进入产品化阶段,科技与工具,technology:openai:chatgpt-for-teens-20260818,technology,人工智能/教育与青少年安全,observation_only,false,,kw:openai:teens:05,CodeAI AI素养,问题词,search|interest,短语匹配；第二阶段仅在取得真实搜索词报告后调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:openai:teens-launch|metric:openai:codeai-partnership
2026-08-19,3,HT-20260819-008,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:01,Qwen3.8-27B,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,3,HT-20260819-008,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:02,Qwen多模态模型,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,3,HT-20260819-008,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:03,Qwen3.8部署,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,3,HT-20260819-008,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:04,Qwen商品图理解,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,3,HT-20260819-008,Qwen3.8-27B连续位居Hugging Face趋势首位，多模态模型与开发者采用信号延续,科技与工具,technology:qwen:qwen3.8-27b,technology,人工智能/多模态开源模型,observation_only,false,,kw:qwen3.8-27b:05,Qwen电商应用,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:qwen3.8-27b:model|metric:qwen3.8-27b:trending
2026-08-19,3,HT-20260819-009,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:01,LTX-2.5,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,3,HT-20260819-009,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:02,LTX多镜头视频,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,3,HT-20260819-009,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:03,同步音视频生成,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,3,HT-20260819-009,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:04,本地视频模型,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,3,HT-20260819-009,LTX-2.5保持Hugging Face趋势前列，多镜头同步音视频生成进入开发者验证期,科技与工具,technology:lightricks:ltx-2.5,technology,人工智能/视频与音频生成,observation_only,false,,kw:ltx-2.5:05,AI短视频模型,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:ltx2.5:model|metric:ltx2.5:trending
2026-08-19,3,HT-20260819-010,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:01,MoneyPrinterTurbo,对象词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,3,HT-20260819-010,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:02,AI短视频自动生成,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,3,HT-20260819-010,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:03,短视频工作流,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,3,HT-20260819-010,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:04,AI视频脚本工具,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
2026-08-19,3,HT-20260819-010,MoneyPrinterTurbo连续位居GitHub日趋势首位，短视频自动化工作流关注延续,科技与工具,technology:github:moneyprinterturbo,technology,人工智能/短视频内容生产,observation_only,false,,kw:moneyprinterturbo:05,电商短视频自动化,业务问题词,search|interest,短语匹配；第二阶段只在取得真实搜索词报告后补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-18,2026-09-19,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:moneyprinterturbo:repository|metric:moneyprinterturbo:trending
