date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-09-14,1,HT-20260914-008,"水晶书记赵中刚彩宝之都溯源 水晶村赵中刚 粉丝225.3w 09/12 12:31 4小时7分34秒 1.3w 50.5w 63 1000w+ 27,072,069 5000~2w 4,006",达人与内容案例,product:chanmama:chanmama-ec-txjhq1r70y6gjyv-86utvhdwq1zc-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-ec-txjhq1r70y6gjyv-86utvhdwq1zc-html:04,水晶书记赵中刚彩宝之都溯源 水晶村赵中刚 粉丝2 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-ec-txjhq1r70y6gjyv-86utvhdwq1zc-html
2026-09-14,1,HT-20260914-008,"水晶书记赵中刚彩宝之都溯源 水晶村赵中刚 粉丝225.3w 09/12 12:31 4小时7分34秒 1.3w 50.5w 63 1000w+ 27,072,069 5000~2w 4,006",达人与内容案例,product:chanmama:chanmama-ec-txjhq1r70y6gjyv-86utvhdwq1zc-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-ec-txjhq1r70y6gjyv-86utvhdwq1zc-html:05,水晶书记赵中刚彩宝之都溯源 水晶村赵中刚 粉丝2 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-ec-txjhq1r70y6gjyv-86utvhdwq1zc-html
2026-09-14,1,HT-20260914-009,蜜雪冰城（官方团购） 95615741236,达人与内容案例,product:chanmama:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html:01,蜜雪冰城（官方团购） 95615741236,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html
2026-09-14,1,HT-20260914-009,蜜雪冰城（官方团购） 95615741236,达人与内容案例,product:chanmama:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html:02,蜜雪冰城（官方团购） 95615741236 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html
2026-09-14,1,HT-20260914-009,蜜雪冰城（官方团购） 95615741236,达人与内容案例,product:chanmama:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html:03,蜜雪冰城（官方团购） 95615741236 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html
2026-09-14,1,HT-20260914-009,蜜雪冰城（官方团购） 95615741236,达人与内容案例,product:chanmama:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html:04,蜜雪冰城（官方团购） 95615741236 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html
2026-09-14,1,HT-20260914-009,蜜雪冰城（官方团购） 95615741236,达人与内容案例,product:chanmama:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html:05,蜜雪冰城（官方团购） 95615741236 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-utdyurxjomfftxvefqoqpndhpjnrmnlh-html
2026-09-14,1,HT-20260914-010,进榜 阳极阳话Talk lingjingkeji 科技领域创作者 10.3w 73w 0,达人与内容案例,product:chanmama:chanmama-dt5g56cdzeu7hfqfzdjvga-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-dt5g56cdzeu7hfqfzdjvga-html:01,进榜 阳极阳话Talk lingjingkeji,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-dt5g56cdzeu7hfqfzdjvga-html
2026-09-14,1,HT-20260914-010,进榜 阳极阳话Talk lingjingkeji 科技领域创作者 10.3w 73w 0,达人与内容案例,product:chanmama:chanmama-dt5g56cdzeu7hfqfzdjvga-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-dt5g56cdzeu7hfqfzdjvga-html:02,进榜 阳极阳话Talk lingjingkeji 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-dt5g56cdzeu7hfqfzdjvga-html
2026-09-14,1,HT-20260914-010,进榜 阳极阳话Talk lingjingkeji 科技领域创作者 10.3w 73w 0,达人与内容案例,product:chanmama:chanmama-dt5g56cdzeu7hfqfzdjvga-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-dt5g56cdzeu7hfqfzdjvga-html:03,进榜 阳极阳话Talk lingjingkeji 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-dt5g56cdzeu7hfqfzdjvga-html
2026-09-14,1,HT-20260914-010,进榜 阳极阳话Talk lingjingkeji 科技领域创作者 10.3w 73w 0,达人与内容案例,product:chanmama:chanmama-dt5g56cdzeu7hfqfzdjvga-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-dt5g56cdzeu7hfqfzdjvga-html:04,进榜 阳极阳话Talk lingjingkeji 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-dt5g56cdzeu7hfqfzdjvga-html
2026-09-14,1,HT-20260914-010,进榜 阳极阳话Talk lingjingkeji 科技领域创作者 10.3w 73w 0,达人与内容案例,product:chanmama:chanmama-dt5g56cdzeu7hfqfzdjvga-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-dt5g56cdzeu7hfqfzdjvga-html:05,进榜 阳极阳话Talk lingjingkeji 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-14,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-dt5g56cdzeu7hfqfzdjvga-html
