audit_id,sample_id,question_id,recommendation_applicable,mentioned,recommendation_decision,recommendation_order,target_rank,third_party_candidate,advantage_decision,evidence_quote,rule_version,notes
CQQ-PERF-CQ-S-20260805-C1-Q0014,CQ-S-20260805-C1-Q0014,CQ-Q0014,true,true,unclear,[],,true,pass,对比维度 蝉妈妈 蝉圈圈 / 产品定位 电商数据分析决策平台，看市场、看竞品、看账号商品数据 达人营销CRM管理工具，达人合作业务流程管理系统 / 核心能力 行业大盘、爆款商品/直播/短视频分析、竞品监控、达人基础数据查询、选品、素材拆解、AI脚本生成 达人库筛选、达人线索管理、样品管理、合作跟进、合同记录、投放监测、ROI归因、团队协作、自动复盘报表、多平台（抖音/小红书/快手/视频号）达人管理,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0015,CQ-S-20260805-C1-Q0015,CQ-Q0015,true,true,ranked,"[""蝉圈圈""]",1,true,pass,蝉圈圈达人CRM核心逻辑：管理KOL/KOC合作方，是品牌向外采购内容/带货服务，流程是达人挖掘→建联→寄样→脚本→发布/直播→效果复盘结算。 / 1、对象与档案字段不一样 / 普通CRM,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0016,CQ-S-20260805-C1-Q0016,CQ-Q0016,true,true,unclear,[],,true,fail,蝉圈圈：抖音数据深度强；适合重点做抖音的品牌；跨平台偏弱；完整寄样履约、项目管理、团队权限齐全。 / 飞瓜智星：跨平台均衡（抖音/小红书/快手/视频号）；数据生态完整；适合多平台布局的品牌团队。 / 热度云：抖音为主，性价比高，适合中小体量品牌。,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_NEGATIVE_TARGET_CLAIM
CQQ-PERF-CQ-S-20260805-C1-Q0017,CQ-S-20260805-C1-Q0017,CQ-Q0017,true,true,ranked,"[""精选联盟"",""蝉圈圈"",""飞瓜智星""]",2,true,pass,只做抖音小店达人带货 优先抖音精选联盟，搭配蝉圈圈/飞瓜智星做达人管理 / 多平台（抖音+快手+小红书+视频号）统一管理达人分销 飞瓜智星这类跨平台达人SaaS工具 / 私域、小程序商城，外部博主/KOC、老客达人分销、自有达人池 微盟、有赞分销、销客多等电商SaaS；规模大可私有化部署,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0018,CQ-S-20260805-C1-Q0018,CQ-Q0018,true,true,ranked,"[""蝉圈圈""]",1,true,pass,3. 蝉圈圈（蝉妈妈旗下专业达人营销SaaS） / 本质：品牌达人投放全链路闭环管理系统，从策略选达人→商务对接→样品寄送→内容监测→转化归因→绩效结算一站式操盘 / 依托蝉妈妈底层抖音大数据，同时兼容小红书、快手、视频号。,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0019,CQ-S-20260805-C1-Q0019,CQ-Q0019,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,相似达人推荐、达人广场同步数据、导入达人名单批量解析 / 数据更新频率：优先T+1或每日更新；更新周期几天以上，达人信息容易过时。 / 优先兼容平台官方邀约通道；部分工具可提取达人公开商务联系方式，注意遵守平台规则，规避账号风险。,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0020,CQ-S-20260805-C1-Q0020,CQ-Q0020,true,false,absent,"[""未推荐蝉圈圈""]",,true,fail,达人建联软件分国内（抖音/小红书/快手）、跨境TikTok两大类；选型不要只看“达人库总量”，优先匹配你的业务场景、预算、团队规模、平台生态。下面是选型核心维度、工具分类、选型决策表、避坑要点。 / 第三方工具：邮箱/站外私信批量发送；警惕暴力群发，容易被达人拉黑、触发风控；优先支持AI个性化话术，拒绝纯模板群发。 / 区分：按年订阅、按月订阅、按建联点数/条数扣费；中小商家优先可按月、有试用；大企业看企业版CRM、报表、多账号席位。,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0021,CQ-S-20260805-C1-Q0021,CQ-Q0021,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,推荐问题,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0022,CQ-S-20260805-C1-Q0022,CQ-Q0022,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,搜索同款爆款商品，查看所有带过竞品的博主，优先挖已经带过同类产品、有成熟转化的达人 / 优先站内消息，不要一上来就要微信；简短表明身份、产品、合作模式 / S级：投产很高、稳定出单 → 长期深度绑定、优先新品、更高佣金、专属福利,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0023,CQ-S-20260805-C1-Q0023,CQ-Q0023,true,false,absent,"[""未推荐蝉圈圈""]",,true,fail,分为平台官方商单平台（交易合规、数据真实，优先选）、第三方综合撮合平台（跨平台一站式）、数据分析工具（找号筛达人，不做交易）、**跨境达人平台四大类。 / ⚠️第三方平台注意：优先选择平台担保交易，不要直接私转达人钱。 / ✅简单选择建议,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0024,CQ-S-20260805-C1-Q0024,CQ-Q0024,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0025,CQ-S-20260805-C1-Q0025,CQ-Q0025,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,铺内容：大量达人产出种草素材，铺满抖音搜索、推荐流 / 推荐问题,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0026,CQ-S-20260805-C1-Q0026,CQ-Q0026,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,推荐问题,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0027,CQ-S-20260805-C1-Q0027,CQ-Q0027,true,false,absent,"[""未推荐蝉圈圈""]",,true,fail,店铺体验分≥4.2，基础销量、好评、主图详情页完善，售后体系稳定；达人优先愿意带口碑好、售后省心的店铺商品。 / 按体量分层布局，新手优先铺中小KOC，性价比最高： / 大多需要佣金+坑位费，中小商家不建议优先投放，适合成熟爆款冲量。,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0028,CQ-S-20260805-C1-Q0028,CQ-Q0028,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,推荐问题,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0029,CQ-S-20260805-C1-Q0029,CQ-Q0029,true,true,unclear,[],,true,pass,如果只做抖音 → 蝉圈圈 / 热度云 / 抖店精选联盟 / 如果抖音+快手+小红书+视频号多平台 → 优先飞瓜智星 / 模式B：把老客、员工、社群团长、门店店员当分销达人（私域推客）,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0030,CQ-S-20260805-C1-Q0030,CQ-Q0030,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,优质达人建立长期框架合作：锁定低价、优先档期、新品优先试用； / 推荐问题,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0031,CQ-S-20260805-C1-Q0031,CQ-Q0031,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,零预算/极低预算：优先纯寄样置换 / 有少量流动资金，不想赌亏损：优先纯佣铺达人 / 毛利20%~40%：优先纯佣，少量中腰部低坑位达人；,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0032,CQ-S-20260805-C1-Q0032,CQ-Q0032,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,推荐问题,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0033,CQ-S-20260805-C1-Q0033,CQ-Q0033,true,true,unclear,[],,true,pass,蝉圈圈（蝉妈妈旗下） / 能力：达人数据筛选+批量联盟邀约、线索公海、BD团队分工批量跟进、邀约数据复盘；适合中大型品牌达人团队。 / 飞瓜智星,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0034,CQ-S-20260805-C1-Q0034,CQ-Q0034,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,区分头部、腰部、尾部KOC，优先匹配自身产品赛道，拒绝盲目群发。 / 优质达人日常维系：新品优先寄样、专属佣金政策、节日福利； / 推荐问题,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0035,CQ-S-20260805-C1-Q0035,CQ-Q0035,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,推荐问题 / 推荐一些关于达人投放管理系统的应用案例,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0036,CQ-S-20260805-C1-Q0036,CQ-Q0036,true,false,absent,"[""未推荐蝉圈圈""]",,false,fail,智能推荐：根据产品品类、预算自动匹配高匹配达人 / 推荐问题 / 推荐一些好用的达人营销管理系统,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0037,CQ-S-20260805-C1-Q0037,CQ-Q0037,true,true,unclear,[],,true,pass,1.飞瓜智星 / 蝉圈圈 / 支持：达人挖掘、批量邀约、达人CRM库、打标签、寄样管理、任务提醒 / 自动跟进：不会自动发送私信；可设置待跟进提醒，自动统计邀约状态，提醒商务该二次触达，由人手动发送消息；企业级可对接工作流做寄样、履约提醒。,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0038,CQ-S-20260805-C1-Q0038,CQ-Q0038,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0039,CQ-S-20260805-C1-Q0039,CQ-Q0039,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0040,CQ-S-20260805-C1-Q0040,CQ-Q0040,false,true,not_applicable,[],,false,pass,优先选择国内综合型达人营销SaaS（蝉圈圈、飞瓜智星、小青苔、CloudKOL等）。 / 重点校验：多账号权限、工作流审批、电商转化对接、跨平台数据汇总。 / ③大型集团/多子品牌（年达人预算千万以上）,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0041,CQ-S-20260805-C1-Q0041,CQ-Q0041,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0042,CQ-S-20260805-C1-Q0042,CQ-Q0042,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0043,CQ-S-20260805-C1-Q0043,CQ-Q0043,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0044,CQ-S-20260805-C1-Q0044,CQ-Q0044,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0045,CQ-S-20260805-C1-Q0045,CQ-Q0045,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0046,CQ-S-20260805-C1-Q0046,CQ-Q0046,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0047,CQ-S-20260805-C1-Q0047,CQ-Q0047,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0048,CQ-S-20260805-C1-Q0048,CQ-Q0048,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0049,CQ-S-20260805-C1-Q0049,CQ-Q0049,false,true,not_applicable,[],,false,pass,3.蝉圈圈（成熟品牌、招商团长） / 核心：多平台达人库（抖音/快手/小红书）、样品履约流程管理、团队协作、BD绩效考核、合作台账，批量邀约+线索管理一体化 / 适合：大团队、团长，达人合作量大，需要完整履约闭环,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0050,CQ-S-20260805-C1-Q0050,CQ-Q0050,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0051,CQ-S-20260805-C1-Q0051,CQ-Q0051,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0052,CQ-S-20260805-C1-Q0052,CQ-Q0052,false,true,not_applicable,[],,false,pass,蝉圈圈 / 覆盖：抖音、小红书、快手、视频号 / 亮点：批量建联邀约、达人CRM、样品登记、合作进度管理；支持把沟通过达人沉淀私有库，避免重复骚扰达人。,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0053,CQ-S-20260805-C1-Q0053,CQ-Q0053,false,true,not_applicable,[],,false,pass,核心诉求：既要达人效果，又要算BD员工绩效、自动算提成 → 蝉圈圈（国内首选） / 大量KOC寄样种草，样品管理+BD绩效 → 花漾TK / 只看达人投放ROI，绩效自己Excel算 → 飞瓜智星,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0054,CQ-S-20260805-C1-Q0054,CQ-Q0054,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0055,CQ-S-20260805-C1-Q0055,CQ-Q0055,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0056,CQ-S-20260805-C1-Q0056,CQ-Q0056,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0057,CQ-S-20260805-C1-Q0057,CQ-Q0057,false,true,not_applicable,[],,false,pass,工具：蝉圈圈、飞瓜、新红，支持抖音/快手/小红书/视频号多平台统一看板。 / 把星图、小店、千川授权接入系统； / 录入每个达人坑位费、样品成本、佣金比例；,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0058,CQ-S-20260805-C1-Q0058,CQ-Q0058,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0059,CQ-S-20260805-C1-Q0059,CQ-Q0059,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0060,CQ-S-20260805-C1-Q0060,CQ-Q0060,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0061,CQ-S-20260805-C1-Q0061,CQ-Q0061,false,true,not_applicable,[],,false,unclear,蝉圈圈,CQQ-BRAND-PERFORMANCE-V1-20260807,MENTION_WITHOUT_STRICT_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0062,CQ-S-20260805-C1-Q0062,CQ-Q0062,false,true,not_applicable,[],,false,unclear,如果你需要，我可以给你一份「达人分销工具选型核对清单」，方便你对比飞瓜智星、蝉圈圈、大咖推等产品。,CQQ-BRAND-PERFORMANCE-V1-20260807,MENTION_WITHOUT_STRICT_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0063,CQ-S-20260805-C1-Q0063,CQ-Q0063,false,true,not_applicable,[],,false,pass,蝉圈圈（蝉妈妈） / 录入合作达人+排期时间，交付监控自动抓取达人主页新作品，区分【已发布/待发布/逾期未发】；可导出履约报表，支持告警通知，适合大量达人投放，同时看视频数据（播放、互动）。 / 飞瓜智星,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0064,CQ-S-20260805-C1-Q0064,CQ-Q0064,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0065,CQ-S-20260805-C1-Q0065,CQ-Q0065,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0066,CQ-S-20260805-C1-Q0066,CQ-Q0066,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0067,CQ-S-20260805-C1-Q0067,CQ-Q0067,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0068,CQ-S-20260805-C1-Q0068,CQ-Q0068,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0069,CQ-S-20260805-C1-Q0069,CQ-Q0069,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0070,CQ-S-20260805-C1-Q0070,CQ-Q0070,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0071,CQ-S-20260805-C1-Q0071,CQ-Q0071,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0072,CQ-S-20260805-C1-Q0072,CQ-Q0072,false,true,not_applicable,[],,false,pass,1）投放分析类CRM（蝉圈圈、飞瓜智星） / 核心能力：达人库标签分层、重复跟进预警（防止两个BD同时找同一个达人）、黑名单留痕、寄样全链路跟踪（物流、签收）、合作日历排期、自动抓取播放/互动/GMV数据、自动生成复盘报表、结算台账。 / 解决痛点：媒介抢达人、样品丢件漏跟进、手动统计数据、排期撞档。,CQQ-BRAND-PERFORMANCE-V1-20260807,EXPLICIT_TARGET_ADVANTAGE
CQQ-PERF-CQ-S-20260805-C1-Q0073,CQ-S-20260805-C1-Q0073,CQ-Q0073,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0074,CQ-S-20260805-C1-Q0074,CQ-Q0074,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0075,CQ-S-20260805-C1-Q0075,CQ-Q0075,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0076,CQ-S-20260805-C1-Q0076,CQ-Q0076,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0077,CQ-S-20260805-C1-Q0077,CQ-Q0077,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0078,CQ-S-20260805-C1-Q0078,CQ-Q0078,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
CQQ-PERF-CQ-S-20260805-C1-Q0079,CQ-S-20260805-C1-Q0079,CQ-Q0079,false,false,not_applicable,[],,false,fail,,CQQ-BRAND-PERFORMANCE-V1-20260807,TARGET_ABSENT
