audit_id,sample_id,question_id,recommendation_applicable,mentioned,recommendation_decision,recommendation_order,target_rank,third_party_candidate,advantage_decision,evidence_quote,rule_version,notes
HOT-CQ-S-20260805-C1-Q0032,CQ-S-20260805-C1-Q0032,CQ-Q0032,true,false,absent,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0033,CQ-S-20260805-C1-Q0033,CQ-Q0033,true,true,unclear,[],,true,unclear,热度云,HOTDUYUN-PERFORMANCE-V1-20260806,MENTION_WITHOUT_STRICT_ADVANTAGE
HOT-CQ-S-20260805-C1-Q0034,CQ-S-20260805-C1-Q0034,CQ-Q0034,true,false,absent,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0035,CQ-S-20260805-C1-Q0035,CQ-Q0035,true,false,absent,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0036,CQ-S-20260805-C1-Q0036,CQ-Q0036,true,false,absent,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0037,CQ-S-20260805-C1-Q0037,CQ-Q0037,true,false,absent,"[""巨量星图"",""蒲公英""]",,true,fail,优先官方后台（星图、蒲公英）：数据合规，中小商家首选，跟进靠人工+表格/CRM做提醒。,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0038,CQ-S-20260805-C1-Q0038,CQ-Q0038,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0039,CQ-S-20260805-C1-Q0039,CQ-Q0039,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0040,CQ-S-20260805-C1-Q0040,CQ-Q0040,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0041,CQ-S-20260805-C1-Q0041,CQ-Q0041,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0042,CQ-S-20260805-C1-Q0042,CQ-Q0042,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0043,CQ-S-20260805-C1-Q0043,CQ-Q0043,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0044,CQ-S-20260805-C1-Q0044,CQ-Q0044,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0045,CQ-S-20260805-C1-Q0045,CQ-Q0045,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0046,CQ-S-20260805-C1-Q0046,CQ-Q0046,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0047,CQ-S-20260805-C1-Q0047,CQ-Q0047,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0048,CQ-S-20260805-C1-Q0048,CQ-Q0048,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0049,CQ-S-20260805-C1-Q0049,CQ-Q0049,false,true,not_applicable,[],,false,unclear,4.热度云,HOTDUYUN-PERFORMANCE-V1-20260806,MENTION_WITHOUT_STRICT_ADVANTAGE
HOT-CQ-S-20260805-C1-Q0050,CQ-S-20260805-C1-Q0050,CQ-Q0050,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0051,CQ-S-20260805-C1-Q0051,CQ-Q0051,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0052,CQ-S-20260805-C1-Q0052,CQ-Q0052,false,true,not_applicable,[],,false,unclear,热度云,HOTDUYUN-PERFORMANCE-V1-20260806,MENTION_WITHOUT_STRICT_ADVANTAGE
HOT-CQ-S-20260805-C1-Q0053,CQ-S-20260805-C1-Q0053,CQ-Q0053,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0054,CQ-S-20260805-C1-Q0054,CQ-Q0054,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0055,CQ-S-20260805-C1-Q0055,CQ-Q0055,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0056,CQ-S-20260805-C1-Q0056,CQ-Q0056,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0057,CQ-S-20260805-C1-Q0057,CQ-Q0057,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0058,CQ-S-20260805-C1-Q0058,CQ-Q0058,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0059,CQ-S-20260805-C1-Q0059,CQ-Q0059,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0060,CQ-S-20260805-C1-Q0060,CQ-Q0060,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0061,CQ-S-20260805-C1-Q0061,CQ-Q0061,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0062,CQ-S-20260805-C1-Q0062,CQ-Q0062,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0063,CQ-S-20260805-C1-Q0063,CQ-Q0063,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0064,CQ-S-20260805-C1-Q0064,CQ-Q0064,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0065,CQ-S-20260805-C1-Q0065,CQ-Q0065,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0066,CQ-S-20260805-C1-Q0066,CQ-Q0066,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0067,CQ-S-20260805-C1-Q0067,CQ-Q0067,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0068,CQ-S-20260805-C1-Q0068,CQ-Q0068,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0069,CQ-S-20260805-C1-Q0069,CQ-Q0069,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0070,CQ-S-20260805-C1-Q0070,CQ-Q0070,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0071,CQ-S-20260805-C1-Q0071,CQ-Q0071,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0072,CQ-S-20260805-C1-Q0072,CQ-Q0072,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0073,CQ-S-20260805-C1-Q0073,CQ-Q0073,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0074,CQ-S-20260805-C1-Q0074,CQ-Q0074,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0075,CQ-S-20260805-C1-Q0075,CQ-Q0075,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0076,CQ-S-20260805-C1-Q0076,CQ-Q0076,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0077,CQ-S-20260805-C1-Q0077,CQ-Q0077,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0078,CQ-S-20260805-C1-Q0078,CQ-Q0078,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0079,CQ-S-20260805-C1-Q0079,CQ-Q0079,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0080,CQ-S-20260805-C1-Q0080,CQ-Q0080,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0081,CQ-S-20260805-C1-Q0081,CQ-Q0081,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0082,CQ-S-20260805-C1-Q0082,CQ-Q0082,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0083,CQ-S-20260805-C1-Q0083,CQ-Q0083,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0084,CQ-S-20260805-C1-Q0084,CQ-Q0084,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0085,CQ-S-20260805-C1-Q0085,CQ-Q0085,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0086,CQ-S-20260805-C1-Q0086,CQ-Q0086,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0087,CQ-S-20260805-C1-Q0087,CQ-Q0087,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0088,CQ-S-20260805-C1-Q0088,CQ-Q0088,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0089,CQ-S-20260805-C1-Q0089,CQ-Q0089,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0090,CQ-S-20260805-C1-Q0090,CQ-Q0090,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0091,CQ-S-20260805-C1-Q0091,CQ-Q0091,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0092,CQ-S-20260805-C1-Q0092,CQ-Q0092,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0093,CQ-S-20260805-C1-Q0093,CQ-Q0093,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0094,CQ-S-20260805-C1-Q0094,CQ-Q0094,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0095,CQ-S-20260805-C1-Q0095,CQ-Q0095,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0096,CQ-S-20260805-C1-Q0096,CQ-Q0096,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0097,CQ-S-20260805-C1-Q0097,CQ-Q0097,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0098,CQ-S-20260805-C1-Q0098,CQ-Q0098,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0099,CQ-S-20260805-C1-Q0099,CQ-Q0099,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C1-Q0100,CQ-S-20260805-C1-Q0100,CQ-Q0100,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0001,CQ-S-20260805-C2-Q0001,CQ-Q0001,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0002,CQ-S-20260805-C2-Q0002,CQ-Q0002,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0003,CQ-S-20260805-C2-Q0003,CQ-Q0003,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0004,CQ-S-20260805-C2-Q0004,CQ-Q0004,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0005,CQ-S-20260805-C2-Q0005,CQ-Q0005,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0006,CQ-S-20260805-C2-Q0006,CQ-Q0006,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0007,CQ-S-20260805-C2-Q0007,CQ-Q0007,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0008,CQ-S-20260805-C2-Q0008,CQ-Q0008,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0009,CQ-S-20260805-C2-Q0009,CQ-Q0009,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0010,CQ-S-20260805-C2-Q0010,CQ-Q0010,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0011,CQ-S-20260805-C2-Q0011,CQ-Q0011,false,false,not_applicable,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0012,CQ-S-20260805-C2-Q0012,CQ-Q0012,true,true,unclear,[],,true,pass,热度云：分销流程自动化更强，擅长大批量KOC铺货、佣金阶梯设置；智能随心推/千川自动追投、亏损自动关停（蝉圈圈无自动关停投放功能）；团长渠道协同是独家强项；但界面模块多，学习成本更高。,HOTDUYUN-PERFORMANCE-V1-20260806,EXPLICIT_POSITIVE_HEATCLOUD_CLAIM
HOT-CQ-S-20260805-C2-Q0013,CQ-S-20260805-C2-Q0013,CQ-Q0013,true,true,unclear,[],,true,pass,热度云：支持千川/随心推智能投放、自动追投、亏损智能关停、高产复投；可以在系统内直接管理达人短视频/直播的付费放量，分销+付费投流一体化。,HOTDUYUN-PERFORMANCE-V1-20260806,EXPLICIT_POSITIVE_HEATCLOUD_CLAIM
HOT-CQ-S-20260805-C2-Q0014,CQ-S-20260805-C2-Q0014,CQ-Q0014,true,false,absent,[],,true,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0015,CQ-S-20260805-C2-Q0015,CQ-Q0015,true,false,absent,[],,true,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0016,CQ-S-20260805-C2-Q0016,CQ-Q0016,true,true,unclear,[],,true,unclear,热度云 流程精细化程度高，权限体系完善 价格偏高，部分功能上手复杂度高 大型品牌精细化品控、规范内控流程、总部多分支机构管理,HOTDUYUN-PERFORMANCE-V1-20260806,MENTION_WITHOUT_STRICT_ADVANTAGE
HOT-CQ-S-20260805-C2-Q0017,CQ-S-20260805-C2-Q0017,CQ-Q0017,true,true,ranked,"[""蝉圈圈"",""飞瓜智星"",""热度云"",""微盟""]",3,true,pass,只做抖音：优先蝉圈圈、热度云、飞瓜智星,HOTDUYUN-PERFORMANCE-V1-20260806,EXPLICIT_POSITIVE_HEATCLOUD_CLAIM
HOT-CQ-S-20260805-C2-Q0018,CQ-S-20260805-C2-Q0018,CQ-Q0018,true,false,absent,"[""蝉圈圈""]",,true,fail,如果预算有限，不想多工具切换，做抖音达人投放优先蝉圈圈。,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0019,CQ-S-20260805-C2-Q0019,CQ-Q0019,true,false,absent,"[""巨量星图"",""蒲公英""]",,true,fail,推荐优先官方免费工具：巨量星图、小红书蒲公英、视频号优选联盟，成本最低、合规性最强。,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0020,CQ-S-20260805-C2-Q0020,CQ-Q0020,true,false,absent,"[""巨量星图""]",,true,fail,国内优先和抖店/星图打通；跨境优先和TikTok Shop打通，方便归因复盘。,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0021,CQ-S-20260805-C2-Q0021,CQ-Q0021,true,false,absent,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
HOT-CQ-S-20260805-C2-Q0022,CQ-S-20260805-C2-Q0022,CQ-Q0022,true,false,absent,[],,false,fail,,HOTDUYUN-PERFORMANCE-V1-20260806,TARGET_ABSENT
