url,raw_url,domain,title,type,authority,owner,bytedance,douyin_video,video_id,format,structure,topic,methodology,citations,answers,questions,owned_account
https://jzl.com/news/166,https://jzl.com/news/166,jzl.com,抖音第三方查看数据软件怎么选?从官方到定制化工具全攻略,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,83,83,41,
https://guandata.com/gy/post/TSofjbaW.html,https://guandata.com/gy/post/TSofjbaW.html,guandata.com,抖音数据分析工具选型指南:品牌自播团队的三维评估-观远数据BI平台,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,81,81,34,
https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,sohu.com,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,直播运营,True,80,80,22,蝉妈妈
https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjfgY?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjfgY?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,罗盘双11大促作战攻略,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,教程/操作指南,综合运营/其他,True,69,69,22,
https://jzl.com/news/douyin-data-49,https://jzl.com/news/douyin-data-49,jzl.com,抖音数据监控方案全对比:手动盯、官方工具、第三方平台,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,64,64,22,
https://www.douyin.com/video/7581698015603395877,https://www.douyin.com/video/7581698015603395877,douyin.com,抖音第三方数据分析平台推荐及适用场景解析,抖音视频,创作者视频,字节跳动/头条系,True,True,7581698015603395877,视频,推荐/对比/清单,数据工具/分析,False,63,63,35,
https://www.douyin.com/video/7643796769839012771,https://www.douyin.com/video/7643796769839012771,douyin.com,直播运营分析竞品直播间从哪看 #直播运营 #竞品分析 #蝉妈妈 #蝉魔方 #飞瓜,抖音视频,创作者视频,字节跳动/头条系,True,True,7643796769839012771,视频,说明/其他,直播运营,False,62,62,41,
https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,抖音电商学习中心,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,说明/其他,综合运营/其他,False,61,61,26,
https://m.sohu.com/a/1041328285_122634602,https://m.sohu.com/a/1041328285_122634602,sohu.com,不用花钱也能做抖音电商数据运营?蝉妈妈免费功能实战用法_商品_直播_详情页,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,案例/复盘,直播运营,False,60,60,27,蝉妈妈
https://m.sohu.com/a/1044308750_122634602,https://m.sohu.com/a/1044308750_122634602,sohu.com,运营怎么查抖音电商数据?蝉妈妈深度分析攻略_模块_商品_直播,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,直播运营,True,58,58,32,蝉妈妈
https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjVwa,https://school.jinritemai.com/doudian/wap/course-series/cHcPPwSCPcym/cHcPPwSCPcymlHcQ92eWjVwa,jinritemai.com,罗盘双11大促作战攻略,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,教程/操作指南,综合运营/其他,True,57,57,30,
https://jzl.com/news/douyin-data-4,https://jzl.com/news/douyin-data-4,jzl.com,抖音数据分析工具和平台推荐:免费和付费哪个好?,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,55,55,31,
https://c.m.163.com/news/a/L2GUIA160556OFA0.html,https://c.m.163.com/news/a/L2GUIA160556OFA0.html,163.com,投放素材怎么抄才有效?蝉妈妈飞瓜实操拆解对比,新闻/门户/自媒体,媒体或自媒体平台,网易,False,False,,图文/网页,教程/操作指南,广告投放,True,54,54,40,
https://www.douyin.com/video/7666774459961836133,https://www.douyin.com/video/7666774459961836133,douyin.com,新手如何查看同行数据#知识分享 #涨知识 #自媒体运营 #知识科普 #干货分享,抖音视频,创作者视频,字节跳动/头条系,True,True,7666774459961836133,视频,教程/操作指南,数据工具/分析,True,54,54,35,
https://www.douyin.com/video/7571395648705618801,https://www.douyin.com/video/7571395648705618801,douyin.com,抖音第三方数据平台功能对比及实用推荐,抖音视频,创作者视频,字节跳动/头条系,True,True,7571395648705618801,视频,推荐/对比/清单,数据工具/分析,False,53,53,35,
https://www.douyin.com/video/7584970500600204594,https://www.douyin.com/video/7584970500600204594,douyin.com,巨量算数：数据驱动内容与广告策略优化,抖音视频,创作者视频,字节跳动/头条系,True,True,7584970500600204594,视频,方法论/策略,广告投放,True,52,52,33,
https://m.sohu.com/a/1037959074_122634602,https://m.sohu.com/a/1037959074_122634602,sohu.com,电商运营怎么查抖音直播带货达人数据与爆款选品?5个技巧用蝉妈妈数据分析平台实操指南_实时_品牌,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,直播运营,True,52,52,31,蝉妈妈
https://m.xiayx.com/article/721839,https://m.xiayx.com/article/721839,xiayx.com,抖音电商数据分析免费功能有哪些?_侠游戏网教程-m.xiayx.com,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,51,51,33,
https://m.sohu.com/a/973860471_122554258,https://m.sohu.com/a/973860471_122554258,sohu.com,抖音数据查询工具:免费与付费版本对比测评_账号_分析_完全免费,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,49,49,29,
https://m.163.com/news/article/L2CGUUP00556OFA0.html,https://m.163.com/news/article/L2CGUUP00556OFA0.html,163.com,蝉妈妈和飞瓜数据口径对比，中小商家选哪个更合适?|直播|短视频_手机网易网,新闻/门户/自媒体,媒体或自媒体平台,网易,False,False,,图文/网页,推荐/对比/清单,直播运营,False,48,48,37,
https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr8kVG?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr8kVG?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,抖音电商学习中心,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,说明/其他,综合运营/其他,False,48,48,17,
https://c.m.163.com/news/a/L2CGUUP00556OFA0.html,https://c.m.163.com/news/a/L2CGUUP00556OFA0.html,163.com,蝉妈妈和飞瓜数据口径对比，中小商家选哪个更合适?,新闻/门户/自媒体,媒体或自媒体平台,网易,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,46,46,33,
https://www.douyin.com/video/7584335964790115603,https://www.douyin.com/video/7584335964790115603,douyin.com,抖音数据分析工具对比及适用场景推荐,抖音视频,创作者视频,字节跳动/头条系,True,True,7584335964790115603,视频,推荐/对比/清单,数据工具/分析,False,45,45,27,
https://m.sohu.com/a/1040432010_122634602,https://m.sohu.com/a/1040432010_122634602,sohu.com,蝉妈妈收费标准透明吗?抖音电商数据工具如何杜绝隐形消费?_个人版_用户_运营,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,44,44,29,蝉妈妈
https://wenku.csdn.net/answer/bwk3ekhwzqy6,https://wenku.csdn.net/answer/bwk3ekhwzqy6,csdn.net,抖店实时数据该用官方后台、第三方工具还是API?各自有哪些致命陷阱? - CSDN文库,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,推荐/对比/清单,店铺/商品/商城,False,43,43,24,
https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHZdqBe2aqGG,https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHZdqBe2aqGG,jinritemai.com,抖音电商官方数据产品「罗盘·策略」引领生意增长,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,案例/复盘,数据工具/分析,False,43,43,26,
https://m.sohu.com/a/1034806812_122634602,https://m.sohu.com/a/1034806812_122634602,sohu.com,直播运营如何实时监控竞品直播间 GMV?三步实操法实现分钟级数据洞察_妈妈_分析_流量,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,直播运营,True,43,43,26,蝉妈妈
https://hwds868.com/article/douyin-ecommerce-luopan-metrics-2026.html,https://hwds868.com/article/douyin-ecommerce-luopan-metrics-2026.html,hwds868.com,抖音电商罗盘指标体系2026版核心数据全解读 | 电商干货社区,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,方法论/策略,数据工具/分析,True,42,42,26,
https://finebi.com/blog/article/69d06b4abc3caea58795ac60,https://finebi.com/blog/article/69d06b4abc3caea58795ac60,finebi.com,短视频数据分析工具有哪些?全面解析主流平台实用功能 - FineBI数据分析知识库,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,短视频内容,False,41,41,28,
https://shankongmao.com/content/news/32585,https://shankongmao.com/content/news/32585,shankongmao.com,抖音账号管理平台的数据统计准吗?,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,41,41,14,
https://hwds868.com/article/douyin-ecommerce-luopan-entry-guide.html,https://hwds868.com/article/douyin-ecommerce-luopan-entry-guide.html,hwds868.com,抖音电商罗盘入口在哪里?3条路径+完整使用指南 | 电商干货社区,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,综合运营/其他,True,40,40,22,
https://m.appchina.com/app/com.chandashi.chanmama,https://m.appchina.com/app/com.chandashi.chanmama,appchina.com,最新安卓蝉妈妈免费下载 – AppChina应用汇,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,综合运营/其他,False,39,39,25,
https://m.sohu.com/a/1001404681_122020115,https://m.sohu.com/a/1001404681_122020115,sohu.com,小红书 、 抖音竞品分析用什么工具?2026 高适配工具推荐_数据_内容_平台,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,39,39,23,
https://m.sohu.com/a/1038474622_122634602,https://m.sohu.com/a/1038474622_122634602,sohu.com,电商团队协作如何选数据工具?揭秘抖音运营高效协作的3个核心要点_直播_ChanClaw_分析,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,直播运营,True,38,38,17,蝉妈妈
https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,aiproducthub.cn,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,直播运营,False,36,36,22,
https://oceanengine2.aiproducthub.cn/,https://oceanengine2.aiproducthub.cn/,aiproducthub.cn,巨量云图/巨量百应 - 抖音品牌营销数据分析|达人带货管理平台,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,达人/带货,False,35,35,27,
https://hwds868.com/article/douyin-ecommerce-luopan-operation-guide.html,https://hwds868.com/article/douyin-ecommerce-luopan-operation-guide.html,hwds868.com,抖音电商罗盘使用指南:数据读取与精准运营实操 | 电商干货社区,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,34,34,20,
https://compass.jinritemai.com/welcome/version,https://compass.jinritemai.com/welcome/version,jinritemai.com,版本区别_抖音电商罗盘数据官网,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,说明/其他,数据工具/分析,False,34,34,22,
https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,抖音电商官方数据产品「罗盘·策略」引领生意增长,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,案例/复盘,数据工具/分析,False,34,34,19,
https://blog.csdn.net/hebosen/article/details/154141323,https://blog.csdn.net/hebosen/article/details/154141323,csdn.net,贺博森:抖音SEO关键词研究篇:抖音关键词工具有哪些? _147seo能做抖音爆款文案吗-CSDN博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,33,33,29,
https://www.douyin.com/video/7619343602402080994,https://www.douyin.com/video/7619343602402080994,douyin.com,飞瓜数据怎么使用？我教你玩转数据分析！  我最近在看短视频数据，发现很多朋友还不知道飞瓜数据怎么用才能发挥最大价值。我用它主要是盯竞品和找达人。平时我直接打开飞瓜数据，首页会显示热门视频和达人榜单，但,抖音视频,创作者视频,字节跳动/头条系,True,True,7619343602402080994,视频,教程/操作指南,达人/带货,True,33,33,21,
https://jzl.com/news/douyin-data-29,https://jzl.com/news/douyin-data-29,jzl.com,抖音数据第三方平台对比与选择指南:哪款工具最适合你,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,33,33,22,
https://jzl.com/news/douyin-data-32,https://jzl.com/news/douyin-data-32,jzl.com,抖音电商数据查询平台操作指南:如何合法获取电商数据,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,32,32,21,
https://www.douyin.com/video/7626340967268562534,https://www.douyin.com/video/7626340967268562534,douyin.com,干新媒体，9大平台数据分析工具。干新媒体，9大平台数据分析工具你得知道 今天给大家总结了各大新媒体平台数据分析工具，不仅有单个平台专门的数据工具，也有多平台数据工具,抖音视频,创作者视频,字节跳动/头条系,True,True,7626340967268562534,视频,推荐/对比/清单,数据工具/分析,False,31,31,16,
https://jzl.com/news/625,https://jzl.com/news/625,jzl.com,抖音运营数据分析工具推荐,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,31,31,22,
https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,sohu.com,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,说明/其他,直播运营,False,31,31,13,蝉妈妈
https://blog.csdn.net/yjq125931902/article/details/143975213,https://blog.csdn.net/yjq125931902/article/details/143975213,csdn.net,求推荐适用于抖音的数据分析工具?_csdn抖音数据分析工具-CSDN博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,30,30,17,
https://cxgn.cn/14470.html,https://cxgn.cn/14470.html,cxgn.cn,抖音指数 - 抖音官方出品的免费数据工具,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,30,30,18,
https://www.douyin.com/video/7647788773849189574,https://www.douyin.com/video/7647788773849189574,douyin.com,抖音直播数据分析工具大全。#直播数据 #直播数据分析 #直播数据分析平台 #直播数据分析工具,抖音视频,创作者视频,字节跳动/头条系,True,True,7647788773849189574,视频,推荐/对比/清单,直播运营,False,30,30,17,
https://iqinghu.com/qa/detail/52953,https://iqinghu.com/qa/detail/52953,iqinghu.com,抖音选品怎么看数据来源 | 青虎,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,店铺/商品/商城,True,30,30,13,
https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D,https://school.jinritemai.com/doudian/web/course-series/cHXYPm4k5tCn/cHXYPm4k5tCnlHadidnoUX6D,jinritemai.com,抖音电商官方数据产品「罗盘·策略」引领生意增长,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,案例/复盘,数据工具/分析,False,30,30,17,
https://m.sohu.com/a/1047853866_122634602,https://m.sohu.com/a/1047853866_122634602,sohu.com,多平台数据壁垒怎么打通?电商运营用蝉龙虾3步整合全域数据_销售_关联_自动提取,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,30,30,13,蝉妈妈
https://www.douyin.com/video/7644507508875615723,https://www.douyin.com/video/7644507508875615723,douyin.com,如何高效获取抖音竞品商品数据？#抖音竞品#抖音竞品商品数据 #竞品分析,抖音视频,创作者视频,字节跳动/头条系,True,True,7644507508875615723,视频,教程/操作指南,店铺/商品/商城,True,29,29,14,
https://www.douyin.com/video/7647808224762335653,https://www.douyin.com/video/7647808224762335653,douyin.com,抖音数据分析工具推荐！#抖音数据分析 #抖音数据分析工具 #抖音数据分析平台,抖音视频,创作者视频,字节跳动/头条系,True,True,7647808224762335653,视频,推荐/对比/清单,数据工具/分析,False,29,29,18,
https://cxgn.cn/chan-ma-ma,https://cxgn.cn/chan-ma-ma,cxgn.cn,蝉妈妈 | 官网入口 - 国内领先的电商全链路数据服务平台,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,27,27,22,
https://www.douyin.com/video/7665965324738974053,https://www.douyin.com/video/7665965324738974053,douyin.com,电商人需要装到五大插件，用好了流量猛增 #电商运营 #电商从业者 #干货满满超实用,抖音视频,创作者视频,字节跳动/头条系,True,True,7665965324738974053,视频,说明/其他,综合运营/其他,False,27,27,19,
https://jzl.com/news/douyin-data-45,https://jzl.com/news/douyin-data-45,jzl.com,抖音数据分析在哪里看:从零入门完全指南,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,27,27,14,
https://ai.chanmama.com/home,https://ai.chanmama.com/home,chanmama.com,蝉妈妈AI,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,说明/其他,综合运营/其他,False,26,26,23,
https://fanruan.com/finepedia/article/69c8908437b18b887bdd6b1d,https://fanruan.com/finepedia/article/69c8908437b18b887bdd6b1d,fanruan.com,抖音数据分析怎么快速查看?一文详解平台内外多维度数据入口-帆软企业数字化知识百科,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,26,26,16,
https://school.jinritemai.com/doudian/wap/article/106202?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/article/106202?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,抖音电商罗盘常见问题解答(商家版),字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,说明/其他,综合运营/其他,False,26,26,10,
https://deepnavi.cn/ai-ecommerce/fei-gua-zhi-tou,https://deepnavi.cn/ai-ecommerce/fei-gua-zhi-tou,deepnavi.cn,飞瓜智投-品牌自播专业运营提效工具,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,25,25,14,
https://douyin.com/search/在哪可以查各平台的直播带货数据,https://douyin.com/search/%E5%9C%A8%E5%93%AA%E5%8F%AF%E4%BB%A5%E6%9F%A5%E5%90%84%E5%B9%B3%E5%8F%B0%E7%9A%84%E7%9B%B4%E6%92%AD%E5%B8%A6%E8%B4%A7%E6%95%B0%E6%8D%AE,douyin.com,在哪可以查各平台的直播带货数据 - 抖音,抖音其他页面,平台官方页面,字节跳动/头条系,True,False,,图文/网页,推荐/对比/清单,直播运营,False,25,25,15,
https://www.douyin.com/video/7643054373443405411,https://www.douyin.com/video/7643054373443405411,douyin.com,作为直播运营每天要看哪些页面和数据 #直播运营 #直播电商 #直播带货 #巨量千川 #电商罗盘,抖音视频,创作者视频,字节跳动/头条系,True,True,7643054373443405411,视频,说明/其他,直播运营,False,25,25,18,
https://fanruan.com/finepedia/article/68ca85ecf7a2e7129727ff12,https://fanruan.com/finepedia/article/68ca85ecf7a2e7129727ff12,fanruan.com,抖音数据分析工具如何快速找到?企业用户必备使用攻略-帆软企业数字化知识百科,企业官网/工具平台,企业或垂直站点,外部企业,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,25,25,13,
https://m.sohu.com/a/1056576619_120626870,https://m.sohu.com/a/1056576619_120626870,sohu.com,第三方电商数据公司对比: 炼丹炉数据 vs 蝉妈妈 vs 阿明工具_指数_核心_直播,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,推荐/对比/清单,直播运营,False,25,25,18,
https://goods.taobao.com/t/fuzhuangpinpai_16952/9a65df9f1353f215ff1c0716b71b5ab9.html,https://goods.taobao.com/t/fuzhuangpinpai_16952/9a65df9f1353f215ff1c0716b71b5ab9.html,taobao.com,25年抖音数据分析神器!蝉妈妈企业版创意版避坑指南-服装品牌-淘宝好物网,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,25,25,20,
